"state","sex","q10horseGP","race3m1","race3m2","weight"
"Ohio","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Pennsylvania","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.5
"Georgia","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4
"Connecticut","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.05882352941176
"New York","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.08823529411765
"Georgia","Female","Trump/lean Trump","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.02941176470588
"Virginia","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.29411764705882
"Florida","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Ohio","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.97058823529412
"Massachusetts","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.5
"Wisconsin","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Mississippi","Female","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.29411764705882
"New York","Female","Clinton/lean Clinton","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,2.26470588235294
"Alabama","Female","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.20588235294118
"Minnesota","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Native American/American Indian/Alaska Native (VOL.)",1.79411764705882
"Wisconsin","Female","Trump/lean Trump","Native American/American Indian/Alaska Native (VOL.)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",2.44117647058824
"Wisconsin","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.29411764705882
"Minnesota","Female","Stein/lean Stein","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.82352941176471
"Minnesota","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.17647058823529
"Texas","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.79411764705882
"Illinois","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.76470588235294
"Oklahoma","Male","Johnson/lean Johnson","Native American/American Indian/Alaska Native (VOL.)",NA,6.67647058823529
"Illinois","Male","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.20588235294118
"South Carolina","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.82352941176471
"Florida","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.11764705882353
"Georgia","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"New York","Female","Clinton/lean Clinton","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,1.88235294117647
"Florida","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.55882352941176
"Georgia","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
"Maine","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"New York","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.02941176470588
"North Carolina","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.11764705882353
"New Jersey","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Pennsylvania","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.85294117647059
"New York","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.73529411764706
"Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.70588235294118
"Florida","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.32352941176471
"Pennsylvania","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.61764705882353
"Maryland","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"New Jersey","Female","Not registered","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,6.73529411764706
"Ohio","Female","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,5.55882352941176
"Michigan","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Michigan","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.11764705882353
"New York","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",6.73529411764706
"North Carolina","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.11764705882353
"New York","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.70588235294118
"North Carolina","Male","Trump/lean Trump","Refused (e.g., non-race answers like American, Human, purple) (VOL.)",NA,1.26470588235294
"Iowa","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.35294117647059
"New York","Female","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,5.58823529411765
"Tennessee","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
"New Jersey","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.20588235294118
"New Jersey","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.64705882352941
"Texas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.41176470588235
"New York","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.41176470588235
"Texas","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"New York","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Connecticut","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.88235294117647
"Colorado","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.35294117647059
"Arkansas","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.29411764705882
"California","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.5
"California","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.52941176470588
"Oregon","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"California","Male","Clinton/lean Clinton","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,5.29411764705882
"Washington","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Nevada","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.44117647058824
"New Hampshire","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Illinois","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.23529411764706
"New Jersey","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.26470588235294
"Florida","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"West Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"California","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Washington","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.76470588235294
"Wisconsin","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.14705882352941
"Oregon","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.61764705882353
"California","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"North Carolina","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.17647058823529
"Oklahoma","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.14705882352941
"Florida","Female","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.35294117647059
"West Virginia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.14705882352941
"Rhode Island","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"New York","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.29411764705882
"Michigan","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.55882352941176
"New York","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.29411764705882
"Massachusetts","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.05882352941176
"New York","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Vermont","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"New York","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.23529411764706
"Washington","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.44117647058824
"Ohio","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.47058823529412
"Arizona","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.08823529411765
"Georgia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.47058823529412
"Texas","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.88235294117647
"Washington","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.29411764705882
"Ohio","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.94117647058824
"Michigan","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.70588235294118
"California","Female","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.58823529411765
"Ohio","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.08823529411765
"Michigan","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.44117647058824
"California","Female","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.05882352941176
"Ohio","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.64705882352941
"Illinois","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.58823529411765
"Ohio","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,5.35294117647059
"California","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.41176470588235
"California","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"Oregon","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.11764705882353
"California","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.61764705882353
"California","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"New Jersey","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"California","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.73529411764706
"Georgia","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
"Michigan","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.35294117647059
"Massachusetts","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.02941176470588
"Colorado","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.02941176470588
"New York","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.23529411764706
"South Carolina","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.64705882352941
"Massachusetts","Male","Stein/lean Stein","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.41176470588235
"North Carolina","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.64705882352941
"Virginia","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4
"New York","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.17647058823529
"Florida","Female","Other-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.11764705882353
"New Jersey","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.05882352941176
"California","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Connecticut","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
"Virginia","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.08823529411765
"Tennessee","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.32352941176471
"Pennsylvania","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.47058823529412
"Florida","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",2.44117647058824
"Maryland","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,5.70588235294118
"Wisconsin","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.11764705882353
"North Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.61764705882353
"Virginia","Female","Not registered","Refused (e.g., non-race answers like American, Human, purple) (VOL.)",NA,4.41176470588235
"Alabama","Male","DK-refused to lean","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.02941176470588
"New Jersey","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.38235294117647
"South Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Kentucky","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2
"West Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.20588235294118
"Colorado","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.23529411764706
"Missouri","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.97058823529412
"Missouri","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"Wisconsin","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.64705882352941
"Texas","Male","Clinton/lean Clinton","Native American/American Indian/Alaska Native (VOL.)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",2.91176470588235
"Maryland","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.32352941176471
"South Carolina","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Texas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.35294117647059
"Wisconsin","Female","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,2.20588235294118
"Colorado","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.14705882352941
"Missouri","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.5
"Arizona","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
"Pennsylvania","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Pacific Islander/Native Hawaiian (VOL.)",6.73529411764706
"Colorado","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.91176470588235
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2
"Tennessee","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.47058823529412
"Minnesota","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.44117647058823
"Georgia","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",1.97058823529412
"Missouri","Female","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,6.73529411764706
"New York","Female","Clinton/lean Clinton","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,2.88235294117647
"Wisconsin","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.88235294117647
"Connecticut","Male","Trump/lean Trump","Refused (e.g., non-race answers like American, Human, purple) (VOL.)",NA,1.26470588235294
"Ohio","Female","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.67647058823529
"Tennessee","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.08823529411765
"Arizona","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.14705882352941
"Colorado","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.05882352941176
"Michigan","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.23529411764706
"Colorado","Male","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.02941176470588
"Minnesota","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.26470588235294
"Arizona","Female","Johnson/lean Johnson","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.73529411764706
"Colorado","Male","Johnson/lean Johnson","Native American/American Indian/Alaska Native (VOL.)",NA,2.70588235294118
"Florida","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,6.5
"Colorado","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.41176470588235
"Virginia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"New York","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",2.67647058823529
"North Carolina","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.11764705882353
"Missouri","Female","Not registered","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",NA,3.58823529411765
"Louisiana","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.58823529411765
"Iowa","Female","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.47058823529412
"New York","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3.55882352941176
"Wisconsin","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.05882352941176
"Tennessee","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.70588235294118
"Texas","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.38235294117647
"Georgia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.17647058823529
"South Carolina","Male","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.17647058823529
"Louisiana","Male","Not registered","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,4.67647058823529
"Michigan","Female","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,3
"North Dakota","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.20588235294118
"Virginia","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.17647058823529
"Georgia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.44117647058824
"Pennsylvania","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.5
"Alabama","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,4.08823529411765
"California","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"Florida","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,2.97058823529412
"New York","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.44117647058824
"California","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,5.02941176470588
"Kansas","Female","DK-refused to lean","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.82352941176471
"Wisconsin","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.67647058823529
"Georgia","Female","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.02941176470588
"Texas","Male","Stein/lean Stein","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.23529411764706
"Ohio","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Native American/American Indian/Alaska Native (VOL.)",2.76470588235294
"California","Female","Not registered","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,3.79411764705882
"Texas","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.38235294117647
"California","Male","Clinton/lean Clinton","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",NA,2.41176470588235
"North Dakota","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"New York","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",3.02941176470588
"Maryland","Male","Clinton/lean Clinton","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",NA,1.67647058823529
"South Carolina","Male","Trump/lean Trump","Native American/American Indian/Alaska Native (VOL.)",NA,1.67647058823529
"Michigan","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,4.70588235294118
"Mississippi","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.58823529411765
"Georgia","Male","Trump/lean Trump","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
"Oregon","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1
"Georgia","Male","Clinton/lean Clinton","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",NA,1.20588235294118
